TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
40,2024-02-03,Neutrogena Sunscreen,Beauty,South,Offline,7,599,4193,Credit Card,CUST1028
41,2024-01-20,Maybelline Foundation,Beauty,South,Offline,3,799,2397,Net Banking,CUST1032
42,2024-01-11,Greek Yogurt Pack,Groceries,South,Online,4,199,796,Credit Card,CUST1090
43,2024-05-23,Coffee Table Glass,Furniture,South,Online,2,6999,13998,Cash,CUST1105
44,2024-01-07,Puma Track Pants,Clothing,South,Online,4,2499,9996,UPI,CUST1040
45,2024-06-28,Dell Laptop 15,Electronics,South,Online,4,65000,260000,UPI,CUST1078
46,2024-02-28,Nike Running Shoes,Clothing,West,Online,2,8499,16998,UPI,CUST1089
47,2024-06-13,Cycling Helmet,Sports,South,Online,5,2999,14995,Cash,CUST1148
48,2024-03-08,Samsung Galaxy S23,Electronics,West,Offline,4,79999,319996,Credit Card,CUST1098
49,2024-05-27,Zara Floral Dress,Clothing,North,Online,9,2999,26991,Cash,CUST1093
50,2024-04-20,Logitech MX Master 3,Electronics,North,Offline,1,8999,8999,UPI,CUST1129
51,2024-03-20,Dove Body Lotion,Beauty,West,Online,3,349,1047,Cash,CUST1107
52,2024-06-19,Wooden Bookshelf,Furniture,West,Offline,3,8999,26997,UPI,CUST1053
53,2024-04-20,Swim Goggles Pro,Sports,West,Online,4,999,3996,Net Banking,CUST1188
54,2024-02-13,L'Oreal Shampoo,Beauty,West,Offline,6,499,2994,Credit Card,CUST1192
55,2024-03-01,Neutrogena Sunscreen,Beauty,South,Online,1,599,599,Cash,CUST1121
56,2024-06-05,Dell Laptop 15,Electronics,South,Offline,4,65000,260000,Net Banking,CUST1102
57,2024-03-03,Puma Track Pants,Clothing,South,Offline,2,2499,4998,Net Banking,CUST1056
58,2024-02-15,Gillette Razor Set,Beauty,East,Online,2,449,898,Net Banking,CUST1034
59,2024-04-28,Gillette Razor Set,Beauty,South,Offline,10,449,4490,Net Banking,CUST1140
60,2024-04-24,Puma Track Pants,Clothing,West,Offline,5,2499,12495,Net Banking,CUST1160
61,2024-03-02,Fresh Orange Juice,Groceries,North,Online,6,149,894,UPI,CUST1138
62,2024-01-21,Levi's 501 Jeans,Clothing,West,Online,4,3999,15996,Credit Card,CUST1106
63,2024-04-14,Brown Rice 5kg,Groceries,West,Online,7,399,2793,Net Banking,CUST1197
64,2024-05-29,L'Oreal Shampoo,Beauty,West,Offline,5,499,2495,Net Banking,CUST1107
65,2024-05-17,Gillette Razor Set,Beauty,West,Online,8,449,3592,Credit Card,CUST1099
66,2024-03-27,Dove Body Lotion,Beauty,South,Offline,10,349,3490,Credit Card,CUST1100
67,2024-05-31,Wilson Tennis Racket,Sports,North,Online,8,5499,43992,Cash,CUST1012
68,2024-03-07,Ergonomic Chair,Furniture,West,Online,4,15999,63996,UPI,CUST1192
69,2024-04-17,Organic Almonds 500g,Groceries,East,Online,6,699,4194,Cash,CUST1166
70,2024-01-18,L'Oreal Shampoo,Beauty,South,Online,1,499,499,Cash,CUST1061
71,2024-02-02,IKEA Study Desk,Furniture,West,Online,3,12999,38997,Cash,CUST1155
72,2024-06-04,L'Oreal Shampoo,Beauty,South,Online,1,499,499,UPI,CUST1147
73,2024-06-22,Queen Bed Frame,Furniture,East,Offline,2,22999,45998,Credit Card,CUST1178
74,2024-03-18,Gillette Razor Set,Beauty,South,Offline,1,449,449,UPI,CUST1136
75,2024-04-19,Neutrogena Sunscreen,Beauty,West,Online,7,599,4193,Net Banking,CUST1027
76,2024-04-20,Olive Oil Premium,Groceries,North,Online,9,599,5391,UPI,CUST1157
77,2024-05-17,Queen Bed Frame,Furniture,South,Offline,3,22999,68997,Cash,CUST1022
78,2024-03-12,Wooden Bookshelf,Furniture,North,Offline,3,8999,26997,Credit Card,CUST1126
79,2024-03-24,Adidas Hoodie,Clothing,West,Online,5,3499,17495,UPI,CUST1142
80,2024-01-03,Yoga Mat Premium,Sports,East,Online,9,1299,11691,Cash,CUST1176
81,2024-05-01,Dove Body Lotion,Beauty,South,Online,4,349,1396,Net Banking,CUST1177
82,2024-03-03,Olive Oil Premium,Groceries,West,Online,7,599,4193,UPI,CUST1090
83,2024-06-28,Ergonomic Chair,Furniture,East,Online,2,15999,31998,UPI,CUST1030
84,2024-05-17,Maybelline Foundation,Beauty,East,Online,10,799,7990,UPI,CUST1025
85,2024-02-19,Whole Wheat Bread,Groceries,East,Online,9,89,801,Cash,CUST1070
86,2024-01-12,HP Printer 3755,Electronics,North,Online,4,12999,51996,Credit Card,CUST1003
87,2024-05-26,Fresh Orange Juice,Groceries,West,Online,1,149,149,UPI,CUST1122
88,2024-01-30,Dell Laptop 15,Electronics,East,Offline,1,65000,65000,Cash,CUST1038
89,2024-05-24,Organic Almonds 500g,Groceries,East,Offline,10,699,6990,Cash,CUST1198
90,2024-05-13,Queen Bed Frame,Furniture,East,Offline,4,22999,91996,UPI,CUST1145
91,2024-06-07,HP Printer 3755,Electronics,South,Online,2,12999,25998,UPI,CUST1169
92,2024-01-21,Levi's 501 Jeans,Clothing,North,Online,7,3999,27993,Net Banking,CUST1176
93,2024-06-01,Ergonomic Chair,Furniture,East,Offline,4,15999,63996,Credit Card,CUST1175
94,2024-02-29,Olive Oil Premium,Groceries,West,Online,3,599,1797,UPI,CUST1036
95,2024-01-19,Apple AirPods Pro,Electronics,North,Offline,3,24999,74997,Net Banking,CUST1031
96,2024-04-29,Neutrogena Sunscreen,Beauty,South,Online,8,599,4792,Net Banking,CUST1020
97,2024-06-02,Dell Laptop 15,Electronics,North,Online,2,65000,130000,Credit Card,CUST1195
98,2024-06-21,Brown Rice 5kg,Groceries,South,Online,9,399,3591,Net Banking,CUST1071
99,2024-02-16,Cycling Helmet,Sports,South,Online,7,2999,20993,UPI,CUST1082
100,2024-06-20,JBL Bluetooth Speaker,Electronics,West,Offline,3,6999,20997,Net Banking,CUST1194
101,2024-05-20,Dell Laptop 15,Electronics,West,Online,4,65000,260000,Credit Card,CUST1168
102,2024-05-18,Queen Bed Frame,Furniture,East,Online,4,22999,91996,Net Banking,CUST1194
103,2024-01-14,Zara Floral Dress,Clothing,South,Online,8,2999,23992,Credit Card,CUST1007
104,2024-06-10,Yoga Mat Premium,Sports,West,Online,7,1299,9093,Credit Card,CUST1057
105,2024-01-30,IKEA Study Desk,Furniture,West,Offline,5,12999,64995,UPI,CUST1106
106,2024-05-03,Wooden Bookshelf,Furniture,North,Online,5,8999,44995,Cash,CUST1017
107,2024-03-11,Ergonomic Chair,Furniture,South,Online,3,15999,47997,Net Banking,CUST1038
108,2024-04-24,Cycling Helmet,Sports,West,Offline,7,2999,20993,Net Banking,CUST1082
109,2024-02-18,Maybelline Foundation,Beauty,East,Offline,1,799,799,UPI,CUST1190
110,2024-05-01,Dove Body Lotion,Beauty,South,Offline,3,349,1047,Net Banking,CUST1009
111,2024-02-02,Swim Goggles Pro,Sports,South,Offline,8,999,7992,Credit Card,CUST1134
112,2024-04-26,Logitech MX Master 3,Electronics,West,Offline,2,8999,17998,Credit Card,CUST1120
113,2024-03-08,Brown Rice 5kg,Groceries,North,Offline,9,399,3591,Net Banking,CUST1081
114,2024-06-09,Dove Body Lotion,Beauty,North,Online,5,349,1745,Cash,CUST1191
115,2024-01-24,IKEA Study Desk,Furniture,West,Offline,1,12999,12999,Credit Card,CUST1083
116,2024-01-15,Greek Yogurt Pack,Groceries,West,Online,7,199,1393,Cash,CUST1043
117,2024-02-14,HP Printer 3755,Electronics,North,Online,5,12999,64995,Cash,CUST1059
118,2024-04-28,Neutrogena Sunscreen,Beauty,East,Online,8,599,4792,UPI,CUST1173
119,2024-05-19,Nike Running Shoes,Clothing,South,Offline,5,8499,42495,Net Banking,CUST1176
120,2024-03-05,Ergonomic Chair,Furniture,South,Offline,1,15999,15999,Cash,CUST1097
121,2024-05-26,Brown Rice 5kg,Groceries,South,Online,7,399,2793,UPI,CUST1002
122,2024-05-24,L'Oreal Shampoo,Beauty,South,Offline,4,499,1996,UPI,CUST1056
123,2024-06-11,H&M Formal Shirt,Clothing,North,Offline,3,1999,5997,Credit Card,CUST1160
124,2024-06-14,Sony WH-1000XM5,Electronics,East,Online,2,29999,59998,Credit Card,CUST1075
125,2024-03-24,Dove Body Lotion,Beauty,East,Offline,6,349,2094,UPI,CUST1042
126,2024-03-06,Ergonomic Chair,Furniture,South,Online,1,15999,15999,Cash,CUST1193
127,2024-02-27,Dove Body Lotion,Beauty,East,Online,5,349,1745,Credit Card,CUST1116
128,2024-04-04,Neutrogena Sunscreen,Beauty,South,Offline,2,599,1198,Cash,CUST1120
129,2024-01-07,Swim Goggles Pro,Sports,South,Online,2,999,1998,Net Banking,CUST1179
130,2024-03-18,Dove Body Lotion,Beauty,East,Offline,5,349,1745,Net Banking,CUST1029
131,2024-01-25,H&M Formal Shirt,Clothing,West,Online,9,1999,17991,Net Banking,CUST1150
132,2024-02-09,IKEA Study Desk,Furniture,North,Offline,3,12999,38997,Credit Card,CUST1176
133,2024-04-04,Adidas Hoodie,Clothing,South,Offline,2,3499,6998,UPI,CUST1139
134,2024-06-14,Organic Almonds 500g,Groceries,East,Offline,8,699,5592,Credit Card,CUST1169
135,2024-02-24,Gillette Razor Set,Beauty,East,Online,3,449,1347,Cash,CUST1017
136,2024-05-21,H&M Formal Shirt,Clothing,South,Online,3,1999,5997,Credit Card,CUST1070
137,2024-02-07,H&M Formal Shirt,Clothing,South,Online,1,1999,1999,Cash,CUST1003
138,2024-04-01,H&M Formal Shirt,Clothing,East,Online,3,1999,5997,Net Banking,CUST1134
139,2024-01-30,L'Oreal Shampoo,Beauty,West,Online,10,499,4990,Credit Card,CUST1115
140,2024-05-08,H&M Formal Shirt,Clothing,South,Offline,9,1999,17991,UPI,CUST1117
141,2024-06-13,Samsung Galaxy S23,Electronics,South,Online,1,79999,79999,Net Banking,CUST1182
142,2024-04-23,Samsung Galaxy S23,Electronics,North,Online,3,79999,239997,UPI,CUST1097
143,2024-06-01,Dumbbell Set 10kg,Sports,West,Online,2,3499,6998,Cash,CUST1110
144,2024-04-25,Adidas Hoodie,Clothing,South,Online,2,3499,6998,UPI,CUST1109
145,2024-03-21,Neutrogena Sunscreen,Beauty,South,Offline,8,599,4792,Credit Card,CUST1023
146,2024-01-22,Dell Laptop 15,Electronics,South,Online,2,65000,130000,Credit Card,CUST1150
147,2024-05-23,Dumbbell Set 10kg,Sports,West,Offline,7,3499,24493,Credit Card,CUST1073
148,2024-06-02,Greek Yogurt Pack,Groceries,North,Online,8,199,1592,Cash,CUST1027
149,2024-03-30,Dumbbell Set 10kg,Sports,South,Offline,7,3499,24493,Credit Card,CUST1155
150,2024-06-17,Neutrogena Sunscreen,Beauty,East,Offline,5,599,2995,UPI,CUST1089
151,2024-01-02,Levi's 501 Jeans,Clothing,East,Offline,1,3999,3999,Credit Card,CUST1191
152,2024-05-15,Adidas Hoodie,Clothing,West,Online,5,3499,17495,UPI,CUST1198
153,2024-05-25,Wilson Tennis Racket,Sports,East,Offline,1,5499,5499,Credit Card,CUST1069
154,2024-04-23,Dove Body Lotion,Beauty,North,Online,4,349,1396,Credit Card,CUST1088
155,2024-04-20,Sony WH-1000XM5,Electronics,North,Online,2,29999,59998,Net Banking,CUST1153
156,2024-01-15,Apple AirPods Pro,Electronics,South,Offline,3,24999,74997,UPI,CUST1083
157,2024-01-31,Dell Laptop 15,Electronics,East,Online,2,65000,130000,UPI,CUST1018
158,2024-04-11,L'Oreal Shampoo,Beauty,East,Offline,6,499,2994,Net Banking,CUST1146
159,2024-04-13,Dove Body Lotion,Beauty,East,Online,6,349,2094,Cash,CUST1158
160,2024-04-27,Neutrogena Sunscreen,Beauty,West,Online,7,599,4193,Net Banking,CUST1134
161,2024-01-21,Ergonomic Chair,Furniture,East,Offline,1,15999,15999,Credit Card,CUST1135
162,2024-05-10,Zara Floral Dress,Clothing,South,Offline,3,2999,8997,Cash,CUST1026
163,2024-02-07,Whole Wheat Bread,Groceries,North,Offline,2,89,178,Cash,CUST1197
164,2024-06-09,Queen Bed Frame,Furniture,North,Offline,5,22999,114995,UPI,CUST1160
165,2024-03-21,Adidas Hoodie,Clothing,West,Offline,5,3499,17495,Credit Card,CUST1090
166,2024-05-09,Sony WH-1000XM5,Electronics,West,Online,3,29999,89997,Credit Card,CUST1165
167,2024-01-24,Swim Goggles Pro,Sports,West,Offline,1,999,999,Net Banking,CUST1146
168,2024-06-15,Zara Floral Dress,Clothing,West,Offline,8,2999,23992,Credit Card,CUST1087
169,2024-01-22,Yoga Mat Premium,Sports,East,Online,8,1299,10392,Cash,CUST1093
170,2024-04-05,Fresh Orange Juice,Groceries,South,Offline,1,149,149,UPI,CUST1016
171,2024-03-25,HP Printer 3755,Electronics,East,Offline,5,12999,64995,Cash,CUST1085
172,2024-01-21,Yoga Mat Premium,Sports,West,Offline,7,1299,9093,Cash,CUST1152
173,2024-06-30,Sony WH-1000XM5,Electronics,North,Online,2,29999,59998,Credit Card,CUST1165
174,2024-06-20,Coffee Table Glass,Furniture,East,Online,2,6999,13998,UPI,CUST1196
175,2024-05-04,Levi's 501 Jeans,Clothing,East,Online,2,3999,7998,Credit Card,CUST1169
176,2024-03-27,Yoga Mat Premium,Sports,East,Online,10,1299,12990,Cash,CUST1184
177,2024-04-22,Dell Laptop 15,Electronics,North,Online,4,65000,260000,UPI,CUST1192
178,2024-04-24,H&M Formal Shirt,Clothing,West,Offline,8,1999,15992,Cash,CUST1094
179,2024-06-22,Cycling Helmet,Sports,South,Offline,9,2999,26991,Net Banking,CUST1041
180,2024-02-21,Yoga Mat Premium,Sports,East,Online,6,1299,7794,Credit Card,CUST1182
181,2024-05-12,Sony WH-1000XM5,Electronics,South,Online,5,29999,149995,Cash,CUST1111
182,2024-01-24,Adidas Hoodie,Clothing,South,Online,7,3499,24493,UPI,CUST1060
183,2024-04-08,Sony WH-1000XM5,Electronics,East,Offline,3,29999,89997,Cash,CUST1035
184,2024-01-10,Fresh Orange Juice,Groceries,South,Online,10,149,1490,Credit Card,CUST1020
185,2024-01-05,Whole Wheat Bread,Groceries,North,Offline,9,89,801,Net Banking,CUST1028
186,2024-03-14,Zara Floral Dress,Clothing,East,Online,10,2999,29990,Net Banking,CUST1016
187,2024-01-29,Coffee Table Glass,Furniture,North,Offline,2,6999,13998,UPI,CUST1109
188,2024-01-01,Dumbbell Set 10kg,Sports,North,Online,2,3499,6998,UPI,CUST1017
189,2024-05-14,Swim Goggles Pro,Sports,West,Online,7,999,6993,UPI,CUST1064
190,2024-01-05,Organic Almonds 500g,Groceries,East,Offline,2,699,1398,UPI,CUST1034
191,2024-01-12,Brown Rice 5kg,Groceries,South,Online,8,399,3192,Net Banking,CUST1161
192,2024-02-16,Nike Running Shoes,Clothing,East,Online,4,8499,33996,Credit Card,CUST1080
193,2024-03-20,Cycling Helmet,Sports,East,Offline,4,2999,11996,UPI,CUST1091
194,2024-01-13,Neutrogena Sunscreen,Beauty,East,Online,7,599,4193,Net Banking,CUST1098
195,2024-03-27,Adidas Hoodie,Clothing,West,Offline,5,3499,17495,Credit Card,CUST1186
196,2024-04-18,Dell Laptop 15,Electronics,North,Online,1,65000,65000,UPI,CUST1169
197,2024-03-16,Fresh Orange Juice,Groceries,East,Online,8,149,1192,Credit Card,CUST1186
198,2024-03-31,Cycling Helmet,Sports,North,Offline,1,2999,2999,Credit Card,CUST1171
199,2024-06-12,Ergonomic Chair,Furniture,South,Online,5,15999,79995,Net Banking,CUST1008
200,2024-02-02,Apple AirPods Pro,Electronics,West,Offline,1,24999,24999,Cash,CUST1173
201,2024-04-25,Greek Yogurt Pack,Groceries,South,Offline,9,199,1791,UPI,CUST1101
202,2024-03-21,Neutrogena Sunscreen,Beauty,South,Online,3,599,1797,Net Banking,CUST1132
203,2024-04-09,Wilson Tennis Racket,Sports,South,Offline,4,5499,21996,UPI,CUST1177
204,2024-05-05,Nike Running Shoes,Clothing,South,Online,8,8499,67992,Credit Card,CUST1174
205,2024-03-22,Neutrogena Sunscreen,Beauty,North,Online,5,599,2995,Cash,CUST1182
206,2024-06-30,Maybelline Foundation,Beauty,West,Online,4,799,3196,Cash,CUST1060
207,2024-05-06,Sony WH-1000XM5,Electronics,West,Offline,2,29999,59998,Credit Card,CUST1016
208,2024-03-20,Queen Bed Frame,Furniture,South,Offline,1,22999,22999,Cash,CUST1081
209,2024-06-13,Dell Laptop 15,Electronics,North,Online,5,65000,325000,Cash,CUST1196
210,2024-02-03,Coffee Table Glass,Furniture,South,Online,3,6999,20997,Cash,CUST1041
211,2024-03-23,Maybelline Foundation,Beauty,South,Online,5,799,3995,Credit Card,CUST1064
212,2024-02-20,Gillette Razor Set,Beauty,East,Online,9,449,4041,Credit Card,CUST1128
213,2024-06-13,H&M Formal Shirt,Clothing,East,Offline,10,1999,19990,UPI,CUST1144
214,2024-01-11,Samsung Galaxy S23,Electronics,South,Offline,3,79999,239997,Cash,CUST1196
215,2024-05-26,Coffee Table Glass,Furniture,West,Offline,3,6999,20997,UPI,CUST1123
216,2024-03-03,Dove Body Lotion,Beauty,West,Offline,3,349,1047,Net Banking,CUST1106
217,2024-05-03,Wooden Bookshelf,Furniture,North,Online,3,8999,26997,UPI,CUST1102
218,2024-02-03,Brown Rice 5kg,Groceries,West,Online,5,399,1995,Net Banking,CUST1063
219,2024-02-06,Samsung Galaxy S23,Electronics,South,Offline,4,79999,319996,Cash,CUST1040
220,2024-03-24,Dumbbell Set 10kg,Sports,South,Online,9,3499,31491,Net Banking,CUST1127
221,2024-03-19,IKEA Study Desk,Furniture,South,Online,2,12999,25998,Cash,CUST1149
222,2024-03-31,Samsung Galaxy S23,Electronics,West,Offline,4,79999,319996,UPI,CUST1137
223,2024-01-03,Dell Laptop 15,Electronics,South,Offline,4,65000,260000,UPI,CUST1011
224,2024-04-12,HP Printer 3755,Electronics,West,Online,4,12999,51996,Net Banking,CUST1195
225,2024-05-20,Brown Rice 5kg,Groceries,East,Online,6,399,2394,UPI,CUST1142
226,2024-04-03,Levi's 501 Jeans,Clothing,West,Online,3,3999,11997,UPI,CUST1121
227,2024-05-12,Wooden Bookshelf,Furniture,West,Offline,2,8999,17998,Net Banking,CUST1157
228,2024-03-17,Dumbbell Set 10kg,Sports,North,Online,1,3499,3499,UPI,CUST1084
229,2024-06-21,Dell Laptop 15,Electronics,South,Offline,1,65000,65000,Net Banking,CUST1067
230,2024-06-16,Swim Goggles Pro,Sports,South,Offline,3,999,2997,Net Banking,CUST1037
231,2024-06-23,Nike Running Shoes,Clothing,East,Online,7,8499,59493,Cash,CUST1105
232,2024-06-25,Adidas Hoodie,Clothing,South,Offline,1,3499,3499,Cash,CUST1132
233,2024-02-23,Dumbbell Set 10kg,Sports,North,Online,3,3499,10497,Net Banking,CUST1136
234,2024-03-28,Dumbbell Set 10kg,Sports,North,Online,4,3499,13996,UPI,CUST1142
235,2024-03-17,Zara Floral Dress,Clothing,North,Offline,8,2999,23992,UPI,CUST1122
236,2024-03-30,Dumbbell Set 10kg,Sports,East,Offline,7,3499,24493,Net Banking,CUST1088
237,2024-02-07,Organic Almonds 500g,Groceries,South,Online,8,699,5592,UPI,CUST1191
238,2024-05-02,Levi's 501 Jeans,Clothing,South,Offline,3,3999,11997,Credit Card,CUST1157
239,2024-05-30,Levi's 501 Jeans,Clothing,North,Online,4,3999,15996,Credit Card,CUST1025
240,2024-04-15,Olive Oil Premium,Groceries,East,Offline,1,599,599,Cash,CUST1104
241,2024-06-16,Queen Bed Frame,Furniture,South,Online,3,22999,68997,Credit Card,CUST1196
242,2024-01-23,Gillette Razor Set,Beauty,North,Offline,1,449,449,Cash,CUST1106
243,2024-02-15,JBL Bluetooth Speaker,Electronics,South,Online,3,6999,20997,Credit Card,CUST1002
244,2024-03-17,Swim Goggles Pro,Sports,South,Online,8,999,7992,Net Banking,CUST1034
245,2024-05-09,Ergonomic Chair,Furniture,South,Online,4,15999,63996,UPI,CUST1183
246,2024-02-17,Logitech MX Master 3,Electronics,South,Offline,2,8999,17998,Cash,CUST1156
247,2024-06-12,Queen Bed Frame,Furniture,East,Offline,2,22999,45998,Cash,CUST1122
248,2024-03-23,Nike Running Shoes,Clothing,West,Online,5,8499,42495,UPI,CUST1077
249,2024-05-29,Gillette Razor Set,Beauty,East,Online,4,449,1796,Credit Card,CUST1170
250,2024-01-31,Ergonomic Chair,Furniture,West,Online,3,15999,47997,Credit Card,CUST1163
251,2024-03-16,Brown Rice 5kg,Groceries,East,Online,3,399,1197,Net Banking,CUST1191
252,2024-06-04,Fresh Orange Juice,Groceries,South,Offline,4,149,596,Cash,CUST1174
253,2024-06-01,HP Printer 3755,Electronics,North,Online,5,12999,64995,Credit Card,CUST1015
254,2024-05-20,Yoga Mat Premium,Sports,East,Offline,8,1299,10392,Credit Card,CUST1174
255,2024-02-22,Gillette Razor Set,Beauty,East,Online,1,449,449,Net Banking,CUST1033
256,2024-05-11,Queen Bed Frame,Furniture,North,Offline,3,22999,68997,Credit Card,CUST1101
257,2024-03-06,Logitech MX Master 3,Electronics,North,Online,3,8999,26997,Credit Card,CUST1138
258,2024-01-16,Dell Laptop 15,Electronics,East,Online,2,65000,130000,Net Banking,CUST1095
259,2024-04-07,Queen Bed Frame,Furniture,East,Offline,5,22999,114995,Cash,CUST1167
260,2024-03-30,Apple AirPods Pro,Electronics,North,Offline,2,24999,49998,Credit Card,CUST1193
261,2024-01-06,Fresh Orange Juice,Groceries,North,Offline,4,149,596,Net Banking,CUST1088
262,2024-02-09,Whole Wheat Bread,Groceries,East,Offline,10,89,890,Credit Card,CUST1061
263,2024-02-22,Samsung Galaxy S23,Electronics,West,Offline,1,79999,79999,Cash,CUST1189
264,2024-01-12,Queen Bed Frame,Furniture,North,Offline,1,22999,22999,Cash,CUST1128
265,2024-03-15,Puma Track Pants,Clothing,North,Offline,6,2499,14994,Cash,CUST1077
266,2024-02-06,Gillette Razor Set,Beauty,West,Online,9,449,4041,Cash,CUST1160
267,2024-06-22,Coffee Table Glass,Furniture,East,Online,4,6999,27996,UPI,CUST1178
268,2024-04-16,Wooden Bookshelf,Furniture,West,Offline,4,8999,35996,Cash,CUST1057
269,2024-03-17,Maybelline Foundation,Beauty,South,Offline,7,799,5593,Cash,CUST1099
270,2024-03-03,Whole Wheat Bread,Groceries,North,Offline,6,89,534,Credit Card,CUST1137
271,2024-02-18,Sony WH-1000XM5,Electronics,North,Offline,1,29999,29999,Cash,CUST1194
272,2024-05-30,Gillette Razor Set,Beauty,West,Offline,6,449,2694,UPI,CUST1003
273,2024-02-24,Puma Track Pants,Clothing,South,Offline,4,2499,9996,Cash,CUST1101
274,2024-03-02,Dumbbell Set 10kg,Sports,West,Online,6,3499,20994,UPI,CUST1066
275,2024-04-02,Cycling Helmet,Sports,East,Offline,8,2999,23992,UPI,CUST1052
276,2024-04-04,Fresh Orange Juice,Groceries,North,Online,3,149,447,Credit Card,CUST1066
277,2024-05-21,Swim Goggles Pro,Sports,East,Online,4,999,3996,Net Banking,CUST1145
278,2024-03-03,Coffee Table Glass,Furniture,East,Offline,4,6999,27996,Net Banking,CUST1043
279,2024-03-31,Levi's 501 Jeans,Clothing,East,Offline,1,3999,3999,Credit Card,CUST1019
280,2024-06-20,JBL Bluetooth Speaker,Electronics,West,Offline,2,6999,13998,Credit Card,CUST1181
281,2024-02-08,Apple AirPods Pro,Electronics,West,Offline,5,24999,124995,Net Banking,CUST1168
282,2024-05-04,Samsung Galaxy S23,Electronics,East,Online,3,79999,239997,UPI,CUST1004
283,2024-05-08,Dove Body Lotion,Beauty,East,Online,3,349,1047,Cash,CUST1049
284,2024-06-07,Dumbbell Set 10kg,Sports,East,Online,6,3499,20994,Net Banking,CUST1117
285,2024-05-24,Puma Track Pants,Clothing,East,Offline,2,2499,4998,Credit Card,CUST1023
